,rl_yaw,rl_roll,rl_pitch
482,-1.4375,-62.0,36.5
483,-1.4375,-62.0,36.5
484,-1.4375,-62.0,36.5
485,-1.4375,-62.0,36.5
486,-1.4375,-62.0,36.5625
487,-1.4375,-62.0,36.5625
488,-1.4375,-62.0,36.5625
489,-1.4375,-62.0,36.5625
490,-1.4375,-62.0,36.5625
491,-1.4375,-62.0,36.5625
492,-1.5,-61.9375,36.5625
493,-1.5,-61.9375,36.5625
494,-1.5,-61.9375,36.5625
495,-1.5,-61.9375,36.5625
496,-1.5,-61.9375,36.5
497,-1.5,-61.9375,36.5
498,-1.5,-61.9375,36.5
499,-1.5,-61.9375,36.5
500,-1.5,-61.9375,36.5
501,-1.5,-61.9375,36.5
502,-1.5,-61.9375,36.5
503,-1.5,-61.9375,36.5
504,-1.5,-61.9375,36.5
505,-1.5,-61.9375,36.5
506,-1.5,-61.9375,36.5
507,-1.5,-61.9375,36.5
508,-1.5,-61.9375,36.5
509,-1.5,-61.9375,36.5
510,-1.5,-61.9375,36.4375
511,-1.5,-61.9375,36.4375
512,-1.5,-61.9375,36.4375
513,-1.5,-61.9375,36.4375
514,-1.5,-61.9375,36.4375
515,-1.5,-61.9375,36.4375
516,-1.5,-61.9375,36.4375
517,-1.5,-61.9375,36.4375
518,-1.5,-61.9375,36.4375
519,-1.5,-61.9375,36.4375
520,-1.5,-61.9375,36.4375
521,-1.5,-61.9375,36.4375
522,-1.4375,-62.0,36.3125
523,-1.4375,-62.0,36.1875
524,-1.4375,-62.0,36.125
525,-1.4375,-62.0625,36.125
526,-1.375,-62.125,35.875
527,-1.375,-62.125,35.8125
528,-1.375,-62.1875,35.8125
529,-1.375,-62.1875,35.75
530,-1.375,-62.1875,35.75
531,-1.375,-62.1875,35.6875
532,-1.375,-62.1875,35.6875
533,-1.375,-62.1875,35.625
534,-1.3125,-62.25,35.5
535,-1.3125,-62.25,35.5625
536,-1.3125,-62.25,35.5625
537,-1.3125,-62.25,35.5
538,-1.3125,-62.25,35.4375
539,-1.375,-62.3125,35.3125
540,-1.375,-62.3125,35.3125
541,-1.375,-62.3125,35.1875
542,-1.375,-62.3125,35.125
543,-1.375,-62.3125,35.125
544,-1.375,-62.3125,35.0625
545,-1.4375,-62.25,34.625
546,-1.5,-62.1875,34.5
547,-1.5,-62.1875,34.375
548,-1.5625,-62.125,34.0625
549,-1.5625,-62.125,34.0
550,-1.625,-62.0625,33.9375
551,-1.625,-62.0625,33.9375
552,-1.625,-62.0625,33.9375
553,-1.625,-62.0625,33.9375
554,-1.625,-62.0625,34.125
555,-1.625,-62.0625,34.1875
556,-1.625,-62.0625,34.1875
557,-1.5625,-62.125,34.25
558,-1.5625,-62.125,34.3125
559,-1.5625,-62.125,34.375
560,-1.5625,-62.125,34.4375
561,-1.5625,-62.1875,34.5
562,-1.5625,-62.1875,34.5
563,-1.5625,-62.1875,34.5
564,-1.5625,-62.1875,34.5
565,-1.5625,-62.1875,34.5
566,-1.5625,-62.25,34.5
567,-1.5625,-62.25,34.5
568,-1.5625,-62.25,34.5
569,-1.5625,-62.25,34.5
570,-1.5625,-62.25,34.5
571,-1.5625,-62.25,34.5
572,-1.5625,-62.25,34.5
573,-1.5625,-62.25,34.5
574,-1.5625,-62.25,34.5
575,-1.5625,-62.25,34.5
576,-1.5625,-62.25,34.5625
577,-1.5625,-62.25,34.5625
578,-1.5625,-62.25,34.5625
579,-1.5625,-62.25,34.5
580,-1.5625,-62.25,34.5
581,-1.5625,-62.25,34.5625
582,-1.5625,-62.25,34.5625
583,-1.5625,-62.25,34.5625
584,-1.5625,-62.25,34.5625
585,-1.5625,-62.25,34.5625
586,-1.5625,-62.25,34.5625
587,-1.5625,-62.25,34.5625
588,-1.5625,-62.25,34.5625
589,-1.5625,-62.25,34.5625
590,-1.5625,-62.25,34.5625
591,-1.5625,-62.25,34.5625
592,-1.5625,-62.25,34.5625
593,-1.5625,-62.25,34.5
594,-1.5625,-62.25,34.5
595,-1.5625,-62.25,34.5
596,-1.5625,-62.25,34.5
597,-1.5625,-62.25,34.5625
598,-1.5625,-62.25,34.5625
599,-1.5,-62.25,34.625
600,-1.5,-62.25,34.5625
601,-1.5,-62.25,34.5625
602,-1.5,-62.25,34.5625
603,-1.5,-62.25,34.625
604,-1.5,-62.1875,34.625
605,-1.5,-62.1875,34.625
606,-1.5,-62.1875,34.625
607,-1.5,-62.1875,34.625
608,-1.5,-62.1875,34.5625
609,-1.5,-62.1875,34.5625
610,-1.5,-62.1875,34.5625
611,-1.5,-62.1875,34.5625
612,-1.5,-62.1875,34.5625
613,-1.5,-62.1875,34.5625
614,-1.5,-62.1875,34.5625
615,-1.5,-62.1875,34.5625
616,-1.5,-62.125,34.5625
617,-1.5,-62.125,34.5625
